Species,Dataset,File Name,Tetracycline,Gentamicin,clusters
Escherichia coli,PATRIC_e.coli,562.22787.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.22788.fna,N/A,S,68
Escherichia coli,PATRIC_e.coli,562.22789.fna,N/A,S,210
Escherichia coli,PATRIC_e.coli,562.22790.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22791.fna,N/A,S,1000
Escherichia coli,PATRIC_e.coli,562.22792.fna,N/A,S,1501
Escherichia coli,PATRIC_e.coli,562.22793.fna,N/A,S,1426
Escherichia coli,PATRIC_e.coli,562.22794.fna,N/A,R,116
Escherichia coli,PATRIC_e.coli,562.22795.fna,N/A,S,1631
Escherichia coli,PATRIC_e.coli,562.22796.fna,N/A,S,960
Escherichia coli,PATRIC_e.coli,562.22797.fna,N/A,S,23
Escherichia coli,PATRIC_e.coli,562.22798.fna,N/A,S,1323
Escherichia coli,PATRIC_e.coli,562.22799.fna,N/A,S,905
Escherichia coli,PATRIC_e.coli,562.22800.fna,N/A,S,1565
Escherichia coli,PATRIC_e.coli,562.22801.fna,N/A,S,1074
Escherichia coli,PATRIC_e.coli,562.22802.fna,N/A,S,1101
Escherichia coli,PATRIC_e.coli,562.22803.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22804.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22805.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22806.fna,N/A,S,23
Escherichia coli,PATRIC_e.coli,562.22807.fna,N/A,S,1107
Escherichia coli,PATRIC_e.coli,562.22808.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22809.fna,N/A,S,1384
Escherichia coli,PATRIC_e.coli,562.22810.fna,N/A,S,1082
Escherichia coli,PATRIC_e.coli,562.22811.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22812.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.22813.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.22814.fna,N/A,S,355
Escherichia coli,PATRIC_e.coli,562.22815.fna,N/A,S,355
Escherichia coli,PATRIC_e.coli,562.22816.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22817.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22818.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22819.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22820.fna,N/A,S,177
Escherichia coli,PATRIC_e.coli,562.22821.fna,N/A,R,23
Escherichia coli,PATRIC_e.coli,562.22822.fna,N/A,S,23
Escherichia coli,PATRIC_e.coli,562.22823.fna,N/A,S,850
Escherichia coli,PATRIC_e.coli,562.22824.fna,N/A,S,1280
Escherichia coli,PATRIC_e.coli,562.22825.fna,N/A,S,877
Escherichia coli,PATRIC_e.coli,562.22826.fna,N/A,S,396
Escherichia coli,PATRIC_e.coli,562.22827.fna,N/A,S,235
Escherichia coli,PATRIC_e.coli,562.22828.fna,N/A,S,106
Escherichia coli,PATRIC_e.coli,562.22829.fna,N/A,S,1071
Escherichia coli,PATRIC_e.coli,562.22830.fna,N/A,S,1901
Escherichia coli,PATRIC_e.coli,562.22831.fna,N/A,S,1041
Escherichia coli,PATRIC_e.coli,562.22832.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22833.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22834.fna,N/A,S,1513
Escherichia coli,PATRIC_e.coli,562.22835.fna,N/A,S,56
Escherichia coli,PATRIC_e.coli,562.22836.fna,N/A,S,640
Escherichia coli,PATRIC_e.coli,562.22837.fna,N/A,S,220
Escherichia coli,PATRIC_e.coli,562.22838.fna,N/A,S,1106
Escherichia coli,PATRIC_e.coli,562.22839.fna,N/A,S,396
Escherichia coli,PATRIC_e.coli,562.22840.fna,N/A,S,974
Escherichia coli,PATRIC_e.coli,562.22841.fna,N/A,S,860
Escherichia coli,PATRIC_e.coli,562.22842.fna,N/A,S,1387
Escherichia coli,PATRIC_e.coli,562.22843.fna,N/A,S,815
Escherichia coli,PATRIC_e.coli,562.22844.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22845.fna,N/A,S,348
Escherichia coli,PATRIC_e.coli,562.22846.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22847.fna,N/A,S,551
Escherichia coli,PATRIC_e.coli,562.22848.fna,N/A,S,792
Escherichia coli,PATRIC_e.coli,562.22849.fna,N/A,S,235
Escherichia coli,PATRIC_e.coli,562.22850.fna,N/A,S,1893
Escherichia coli,PATRIC_e.coli,562.22851.fna,N/A,S,792
Escherichia coli,PATRIC_e.coli,562.22852.fna,N/A,S,788
Escherichia coli,PATRIC_e.coli,562.22853.fna,N/A,S,1656
Escherichia coli,PATRIC_e.coli,562.22854.fna,N/A,R,243
Escherichia coli,PATRIC_e.coli,562.22855.fna,N/A,S,86
Escherichia coli,PATRIC_e.coli,562.22856.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22857.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22858.fna,N/A,S,625
Escherichia coli,PATRIC_e.coli,562.22859.fna,N/A,S,348
Escherichia coli,PATRIC_e.coli,562.22860.fna,N/A,S,266
Escherichia coli,PATRIC_e.coli,562.22861.fna,N/A,S,914
Escherichia coli,PATRIC_e.coli,562.22862.fna,N/A,S,1337
Escherichia coli,PATRIC_e.coli,562.22863.fna,N/A,S,532
Escherichia coli,PATRIC_e.coli,562.22864.fna,N/A,S,441
Escherichia coli,PATRIC_e.coli,562.22865.fna,N/A,R,578
Escherichia coli,PATRIC_e.coli,562.22866.fna,N/A,S,171
Escherichia coli,PATRIC_e.coli,562.22867.fna,N/A,R,578
Escherichia coli,PATRIC_e.coli,562.22868.fna,N/A,R,383
Escherichia coli,PATRIC_e.coli,562.22869.fna,N/A,S,638
Escherichia coli,PATRIC_e.coli,562.22870.fna,N/A,S,1590
Escherichia coli,PATRIC_e.coli,562.22871.fna,N/A,S,640
Escherichia coli,PATRIC_e.coli,562.22872.fna,N/A,S,293
Escherichia coli,PATRIC_e.coli,562.22873.fna,N/A,S,542
Escherichia coli,PATRIC_e.coli,562.22874.fna,N/A,S,1841
Escherichia coli,PATRIC_e.coli,562.22875.fna,N/A,S,1312
Escherichia coli,PATRIC_e.coli,562.22876.fna,N/A,S,630
Escherichia coli,PATRIC_e.coli,562.22877.fna,N/A,S,649
Escherichia coli,PATRIC_e.coli,562.22878.fna,N/A,S,187
Escherichia coli,PATRIC_e.coli,562.22879.fna,N/A,S,1080
Escherichia coli,PATRIC_e.coli,562.22880.fna,N/A,S,267
Escherichia coli,PATRIC_e.coli,562.22881.fna,N/A,S,1004
Escherichia coli,PATRIC_e.coli,562.22882.fna,N/A,S,1311
Escherichia coli,PATRIC_e.coli,562.22883.fna,N/A,S,71
Escherichia coli,PATRIC_e.coli,562.22884.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22885.fna,N/A,S,1898
Escherichia coli,PATRIC_e.coli,562.22886.fna,N/A,S,1432
Escherichia coli,PATRIC_e.coli,562.22887.fna,N/A,R,317
Escherichia coli,PATRIC_e.coli,562.22888.fna,N/A,S,1544
Escherichia coli,PATRIC_e.coli,562.22889.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22890.fna,N/A,S,688
Escherichia coli,PATRIC_e.coli,562.22891.fna,N/A,S,171
Escherichia coli,PATRIC_e.coli,562.22892.fna,N/A,R,538
Escherichia coli,PATRIC_e.coli,562.22893.fna,N/A,S,1862
Escherichia coli,PATRIC_e.coli,562.22894.fna,N/A,S,1767
Escherichia coli,PATRIC_e.coli,562.22895.fna,N/A,S,1326
Escherichia coli,PATRIC_e.coli,562.22896.fna,N/A,S,1543
Escherichia coli,PATRIC_e.coli,562.22897.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.22898.fna,N/A,S,147
Escherichia coli,PATRIC_e.coli,562.22899.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22900.fna,N/A,S,1433
Escherichia coli,PATRIC_e.coli,562.22901.fna,N/A,S,538
Escherichia coli,PATRIC_e.coli,562.22902.fna,N/A,S,1163
Escherichia coli,PATRIC_e.coli,562.22903.fna,N/A,S,1047
Escherichia coli,PATRIC_e.coli,562.22904.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22905.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.22906.fna,N/A,S,1182
Escherichia coli,PATRIC_e.coli,562.22907.fna,N/A,S,532
Escherichia coli,PATRIC_e.coli,562.22908.fna,N/A,S,1833
Escherichia coli,PATRIC_e.coli,562.22909.fna,N/A,S,482
Escherichia coli,PATRIC_e.coli,562.22910.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22911.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22912.fna,N/A,S,1362
Escherichia coli,PATRIC_e.coli,562.22913.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.22914.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22915.fna,N/A,S,350
Escherichia coli,PATRIC_e.coli,562.22916.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22917.fna,N/A,S,1149
Escherichia coli,PATRIC_e.coli,562.22918.fna,N/A,R,302
Escherichia coli,PATRIC_e.coli,562.22919.fna,N/A,S,348
Escherichia coli,PATRIC_e.coli,562.22920.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.22921.fna,N/A,S,1477
Escherichia coli,PATRIC_e.coli,562.22922.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.22923.fna,N/A,R,521
Escherichia coli,PATRIC_e.coli,562.22924.fna,N/A,S,649
Escherichia coli,PATRIC_e.coli,562.22925.fna,N/A,S,610
Escherichia coli,PATRIC_e.coli,562.22926.fna,N/A,S,1156
Escherichia coli,PATRIC_e.coli,562.22927.fna,N/A,S,1564
Escherichia coli,PATRIC_e.coli,562.22928.fna,N/A,S,515
Escherichia coli,PATRIC_e.coli,562.22929.fna,N/A,S,1891
Escherichia coli,PATRIC_e.coli,562.22930.fna,N/A,S,1556
Escherichia coli,PATRIC_e.coli,562.22931.fna,N/A,S,1332
Escherichia coli,PATRIC_e.coli,562.22932.fna,N/A,S,1661
Escherichia coli,PATRIC_e.coli,562.22933.fna,N/A,S,551
Escherichia coli,PATRIC_e.coli,562.22934.fna,N/A,S,1241
Escherichia coli,PATRIC_e.coli,562.22935.fna,N/A,S,235
Escherichia coli,PATRIC_e.coli,562.22936.fna,N/A,S,1376
Escherichia coli,PATRIC_e.coli,562.22937.fna,N/A,S,918
Escherichia coli,PATRIC_e.coli,562.22938.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22939.fna,N/A,S,1902
Escherichia coli,PATRIC_e.coli,562.22940.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.22941.fna,N/A,S,1360
Escherichia coli,PATRIC_e.coli,562.22942.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.22943.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22944.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22945.fna,N/A,S,346
Escherichia coli,PATRIC_e.coli,562.22946.fna,N/A,S,1475
Escherichia coli,PATRIC_e.coli,562.22947.fna,N/A,S,104
Escherichia coli,PATRIC_e.coli,562.22948.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22949.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22950.fna,N/A,S,887
Escherichia coli,PATRIC_e.coli,562.22951.fna,N/A,S,369
Escherichia coli,PATRIC_e.coli,562.22952.fna,N/A,S,1471
Escherichia coli,PATRIC_e.coli,562.22953.fna,N/A,S,1690
Escherichia coli,PATRIC_e.coli,562.22954.fna,N/A,S,621
Escherichia coli,PATRIC_e.coli,562.22955.fna,N/A,S,93
Escherichia coli,PATRIC_e.coli,562.22956.fna,N/A,S,671
Escherichia coli,PATRIC_e.coli,562.22957.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22958.fna,N/A,S,588
Escherichia coli,PATRIC_e.coli,562.22959.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22960.fna,N/A,S,187
Escherichia coli,PATRIC_e.coli,562.22961.fna,N/A,S,626
Escherichia coli,PATRIC_e.coli,562.22962.fna,N/A,S,1222
Escherichia coli,PATRIC_e.coli,562.22964.fna,N/A,S,967
Escherichia coli,PATRIC_e.coli,562.22965.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22966.fna,N/A,S,359
Escherichia coli,PATRIC_e.coli,562.22967.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22968.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22969.fna,N/A,S,902
Escherichia coli,PATRIC_e.coli,562.22970.fna,N/A,S,1322
Escherichia coli,PATRIC_e.coli,562.22971.fna,N/A,S,158
Escherichia coli,PATRIC_e.coli,562.22972.fna,N/A,S,1047
Escherichia coli,PATRIC_e.coli,562.22973.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.22974.fna,N/A,S,657
Escherichia coli,PATRIC_e.coli,562.22975.fna,N/A,S,161
Escherichia coli,PATRIC_e.coli,562.22976.fna,N/A,S,1038
Escherichia coli,PATRIC_e.coli,562.22977.fna,N/A,S,348
Escherichia coli,PATRIC_e.coli,562.22978.fna,N/A,S,301
Escherichia coli,PATRIC_e.coli,562.22979.fna,N/A,R,899
Escherichia coli,PATRIC_e.coli,562.22980.fna,N/A,S,1345
Escherichia coli,PATRIC_e.coli,562.22981.fna,N/A,S,162
Escherichia coli,PATRIC_e.coli,562.22982.fna,N/A,S,1476
Escherichia coli,PATRIC_e.coli,562.22983.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.22985.fna,N/A,S,290
Escherichia coli,PATRIC_e.coli,562.22986.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.22987.fna,N/A,S,1315
Escherichia coli,PATRIC_e.coli,562.22988.fna,N/A,S,1838
Escherichia coli,PATRIC_e.coli,562.22989.fna,N/A,S,1692
Escherichia coli,PATRIC_e.coli,562.22990.fna,N/A,S,1500
Escherichia coli,PATRIC_e.coli,562.22991.fna,N/A,S,1276
Escherichia coli,PATRIC_e.coli,562.22992.fna,N/A,S,1069
Escherichia coli,PATRIC_e.coli,562.22993.fna,N/A,S,162
Escherichia coli,PATRIC_e.coli,562.22994.fna,N/A,S,1795
Escherichia coli,PATRIC_e.coli,562.22995.fna,N/A,S,171
Escherichia coli,PATRIC_e.coli,562.22996.fna,N/A,S,667
Escherichia coli,PATRIC_e.coli,562.22997.fna,N/A,R,109
Escherichia coli,PATRIC_e.coli,562.22998.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.22999.fna,N/A,S,1263
Escherichia coli,PATRIC_e.coli,562.23000.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.23001.fna,N/A,S,396
Escherichia coli,PATRIC_e.coli,562.23002.fna,N/A,S,348
Escherichia coli,PATRIC_e.coli,562.23003.fna,N/A,S,321
Escherichia coli,PATRIC_e.coli,562.23004.fna,N/A,S,1128
Escherichia coli,PATRIC_e.coli,562.23005.fna,N/A,S,1687
Escherichia coli,PATRIC_e.coli,562.23006.fna,N/A,S,1674
Escherichia coli,PATRIC_e.coli,562.23007.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.23008.fna,N/A,S,68
Escherichia coli,PATRIC_e.coli,562.23009.fna,N/A,S,640
Escherichia coli,PATRIC_e.coli,562.23010.fna,N/A,S,649
Escherichia coli,PATRIC_e.coli,562.23012.fna,N/A,S,620
Escherichia coli,PATRIC_e.coli,562.23013.fna,N/A,S,620
Escherichia coli,PATRIC_e.coli,562.23014.fna,N/A,S,1171
Escherichia coli,PATRIC_e.coli,562.23015.fna,N/A,S,1751
Escherichia coli,PATRIC_e.coli,562.23016.fna,N/A,S,494
Escherichia coli,PATRIC_e.coli,562.23017.fna,N/A,S,620
Escherichia coli,PATRIC_e.coli,562.23018.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.23019.fna,N/A,S,692
Escherichia coli,PATRIC_e.coli,562.23020.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.23021.fna,N/A,S,305
Escherichia coli,PATRIC_e.coli,562.23022.fna,N/A,S,1803
Escherichia coli,PATRIC_e.coli,562.23023.fna,N/A,S,630
Escherichia coli,PATRIC_e.coli,562.23024.fna,N/A,R,1234
Escherichia coli,PATRIC_e.coli,562.23025.fna,N/A,S,487
Escherichia coli,PATRIC_e.coli,562.23026.fna,N/A,S,852
Escherichia coli,PATRIC_e.coli,562.23027.fna,N/A,S,804
Escherichia coli,PATRIC_e.coli,562.23028.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.23029.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.23030.fna,N/A,S,1390
Escherichia coli,PATRIC_e.coli,562.23031.fna,N/A,S,827
Escherichia coli,PATRIC_e.coli,562.23032.fna,N/A,S,1416
Escherichia coli,PATRIC_e.coli,562.23033.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.23034.fna,N/A,S,86
Escherichia coli,PATRIC_e.coli,562.23035.fna,N/A,S,721
Escherichia coli,PATRIC_e.coli,562.23036.fna,N/A,S,721
Escherichia coli,PATRIC_e.coli,562.23037.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.23038.fna,N/A,S,640
Escherichia coli,PATRIC_e.coli,562.23039.fna,N/A,S,396
Escherichia coli,PATRIC_e.coli,562.23040.fna,N/A,S,314
Escherichia coli,PATRIC_e.coli,562.23041.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.23042.fna,N/A,S,1696
Escherichia coli,PATRIC_e.coli,562.23043.fna,N/A,S,1329
Escherichia coli,PATRIC_e.coli,562.23044.fna,N/A,S,1202
Escherichia coli,PATRIC_e.coli,562.23045.fna,N/A,S,641
Escherichia coli,PATRIC_e.coli,562.23046.fna,N/A,S,150
Escherichia coli,PATRIC_e.coli,562.23047.fna,N/A,R,1314
Escherichia coli,PATRIC_e.coli,562.23048.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.23049.fna,N/A,S,1122
Escherichia coli,PATRIC_e.coli,562.23050.fna,N/A,S,1629
Escherichia coli,PATRIC_e.coli,562.23051.fna,N/A,S,350
Escherichia coli,PATRIC_e.coli,562.23052.fna,N/A,S,9
Escherichia coli,PATRIC_e.coli,562.23053.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.23054.fna,N/A,S,1403
Escherichia coli,PATRIC_e.coli,562.23055.fna,N/A,S,1521
Escherichia coli,PATRIC_e.coli,562.23056.fna,N/A,S,1677
Escherichia coli,PATRIC_e.coli,562.23057.fna,N/A,S,359
Escherichia coli,PATRIC_e.coli,562.23058.fna,N/A,S,119
Escherichia coli,PATRIC_e.coli,562.23059.fna,N/A,S,171
Escherichia coli,PATRIC_e.coli,562.23060.fna,N/A,S,119
Escherichia coli,PATRIC_e.coli,562.23061.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.23062.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.23063.fna,N/A,S,1499
Escherichia coli,PATRIC_e.coli,562.23064.fna,N/A,S,1740
Escherichia coli,PATRIC_e.coli,562.23065.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.23066.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.23067.fna,N/A,S,1122
Escherichia coli,PATRIC_e.coli,562.23068.fna,N/A,S,187
Escherichia coli,PATRIC_e.coli,562.23069.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.23070.fna,N/A,S,147
Escherichia coli,PATRIC_e.coli,562.23071.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.23072.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.23073.fna,N/A,S,396
Escherichia coli,PATRIC_e.coli,562.23074.fna,N/A,S,187
Escherichia coli,PATRIC_e.coli,562.23075.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.23076.fna,N/A,S,725
Escherichia coli,PATRIC_e.coli,562.23077.fna,N/A,S,264
Escherichia coli,PATRIC_e.coli,562.23078.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.23079.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.23080.fna,N/A,S,1320
Escherichia coli,PATRIC_e.coli,562.23081.fna,N/A,S,171
Escherichia coli,PATRIC_e.coli,562.23082.fna,N/A,S,1114
Escherichia coli,PATRIC_e.coli,562.23083.fna,N/A,S,1377
Escherichia coli,PATRIC_e.coli,562.23084.fna,N/A,S,649
Escherichia coli,PATRIC_e.coli,562.23085.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.23086.fna,N/A,S,1851
Escherichia coli,PATRIC_e.coli,562.23087.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.23088.fna,N/A,S,364
Escherichia coli,PATRIC_e.coli,562.23089.fna,N/A,S,1132
Escherichia coli,PATRIC_e.coli,562.23090.fna,N/A,S,1547
Escherichia coli,PATRIC_e.coli,562.23091.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.23092.fna,N/A,S,1352
Escherichia coli,PATRIC_e.coli,562.23093.fna,N/A,S,128
Escherichia coli,PATRIC_e.coli,562.23094.fna,N/A,S,1526
Escherichia coli,PATRIC_e.coli,562.23095.fna,N/A,S,171
Escherichia coli,PATRIC_e.coli,562.23096.fna,N/A,R,27
Escherichia coli,PATRIC_e.coli,562.23097.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.23098.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.23099.fna,N/A,S,368
Escherichia coli,PATRIC_e.coli,562.23100.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.23101.fna,N/A,S,1059
Escherichia coli,PATRIC_e.coli,562.23102.fna,N/A,S,227
Escherichia coli,PATRIC_e.coli,562.23103.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.23104.fna,N/A,S,86
Escherichia coli,PATRIC_e.coli,562.23105.fna,N/A,S,647
Escherichia coli,PATRIC_e.coli,562.23106.fna,N/A,S,953
Escherichia coli,PATRIC_e.coli,562.23107.fna,N/A,S,430
Escherichia coli,PATRIC_e.coli,562.23108.fna,N/A,R,27
Escherichia coli,PATRIC_e.coli,562.23109.fna,N/A,S,1347
Escherichia coli,PATRIC_e.coli,562.23110.fna,N/A,S,348
Escherichia coli,PATRIC_e.coli,562.23111.fna,N/A,S,210
Escherichia coli,PATRIC_e.coli,562.23112.fna,N/A,S,200
Escherichia coli,PATRIC_e.coli,562.23113.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.23114.fna,N/A,S,410
Escherichia coli,PATRIC_e.coli,562.23115.fna,N/A,S,1538
Escherichia coli,PATRIC_e.coli,562.23116.fna,N/A,S,869
Escherichia coli,PATRIC_e.coli,562.23117.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.23118.fna,N/A,S,348
Escherichia coli,PATRIC_e.coli,562.23119.fna,N/A,S,972
Escherichia coli,PATRIC_e.coli,562.23120.fna,N/A,S,494
Escherichia coli,PATRIC_e.coli,562.23121.fna,N/A,S,1173
Escherichia coli,PATRIC_e.coli,562.23122.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.23123.fna,N/A,S,368
Escherichia coli,PATRIC_e.coli,562.23124.fna,N/A,S,1405
Escherichia coli,PATRIC_e.coli,562.23125.fna,N/A,S,780
Escherichia coli,PATRIC_e.coli,562.23126.fna,N/A,S,228
Escherichia coli,PATRIC_e.coli,562.23127.fna,N/A,S,1339
Escherichia coli,PATRIC_e.coli,562.23128.fna,N/A,S,368
Escherichia coli,PATRIC_e.coli,562.23129.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.23130.fna,N/A,S,746
Escherichia coli,PATRIC_e.coli,562.23131.fna,N/A,S,150
Escherichia coli,PATRIC_e.coli,562.23132.fna,N/A,S,290
Escherichia coli,PATRIC_e.coli,562.23133.fna,N/A,S,290
Escherichia coli,PATRIC_e.coli,562.23134.fna,N/A,S,325
Escherichia coli,PATRIC_e.coli,562.23135.fna,N/A,S,1413
Escherichia coli,PATRIC_e.coli,562.23136.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.23137.fna,N/A,S,314
Escherichia coli,PATRIC_e.coli,562.23138.fna,N/A,S,1366
Escherichia coli,PATRIC_e.coli,562.23139.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.23140.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.23141.fna,N/A,R,1761
Escherichia coli,PATRIC_e.coli,562.23142.fna,N/A,S,496
Escherichia coli,PATRIC_e.coli,562.23143.fna,N/A,S,10
Escherichia coli,PATRIC_e.coli,562.23144.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.23145.fna,N/A,S,359
Escherichia coli,PATRIC_e.coli,562.23146.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.23147.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.23148.fna,N/A,S,917
Escherichia coli,PATRIC_e.coli,562.23149.fna,N/A,S,620
Escherichia coli,PATRIC_e.coli,562.23150.fna,N/A,S,442
Escherichia coli,PATRIC_e.coli,562.23151.fna,N/A,S,396
Escherichia coli,PATRIC_e.coli,562.23152.fna,N/A,S,1688
Escherichia coli,PATRIC_e.coli,562.23153.fna,N/A,S,818
Escherichia coli,PATRIC_e.coli,562.23154.fna,N/A,S,448
Escherichia coli,PATRIC_e.coli,562.23155.fna,N/A,S,441
Escherichia coli,PATRIC_e.coli,562.23156.fna,N/A,S,1392
Escherichia coli,PATRIC_e.coli,562.23157.fna,N/A,S,93
Escherichia coli,PATRIC_e.coli,562.23159.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.23160.fna,N/A,S,8
Escherichia coli,PATRIC_e.coli,562.23161.fna,N/A,S,1672
Escherichia coli,PATRIC_e.coli,562.23162.fna,N/A,S,260
Escherichia coli,PATRIC_e.coli,562.23163.fna,N/A,S,539
Escherichia coli,PATRIC_e.coli,562.23164.fna,N/A,S,1781
Escherichia coli,PATRIC_e.coli,562.23165.fna,N/A,S,199
Escherichia coli,PATRIC_e.coli,562.23166.fna,N/A,S,838
Escherichia coli,PATRIC_e.coli,562.23167.fna,N/A,S,231
Escherichia coli,PATRIC_e.coli,562.23168.fna,N/A,S,1039
Escherichia coli,PATRIC_e.coli,562.23169.fna,N/A,S,876
Escherichia coli,PATRIC_e.coli,562.23170.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.23171.fna,N/A,S,302
Escherichia coli,PATRIC_e.coli,562.23172.fna,N/A,R,187
Escherichia coli,PATRIC_e.coli,562.23173.fna,N/A,S,1537
Escherichia coli,PATRIC_e.coli,562.23174.fna,N/A,S,1790
Escherichia coli,PATRIC_e.coli,562.23175.fna,N/A,S,1534
Escherichia coli,PATRIC_e.coli,562.23176.fna,N/A,S,141
Escherichia coli,PATRIC_e.coli,562.23177.fna,N/A,S,1254
Escherichia coli,PATRIC_e.coli,562.23178.fna,N/A,S,1324
Escherichia coli,PATRIC_e.coli,562.23179.fna,N/A,S,1339
Escherichia coli,PATRIC_e.coli,562.23180.fna,N/A,S,106
Escherichia coli,PATRIC_e.coli,562.23181.fna,N/A,S,27
Escherichia coli,PATRIC_e.coli,562.23182.fna,N/A,S,383
Escherichia coli,PATRIC_e.coli,562.23183.fna,N/A,S,91
Escherichia coli,PATRIC_e.coli,562.23184.fna,N/A,S,1005
Escherichia coli,PATRIC_e.coli,562.23185.fna,N/A,S,10
