Species,Dataset,File Name,Tetracycline,Gentamicin,clusters
Staphylococcus aureus,PATRIC_genomes,1280.9307.fna,,S,1
Staphylococcus aureus,PATRIC_genomes,1280.9308.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9312.fna,R,,1
Staphylococcus aureus,PATRIC_genomes,1280.9313.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9316.fna,R,,1
Staphylococcus aureus,PATRIC_genomes,1280.9317.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9318.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9319.fna,R,,1
Staphylococcus aureus,PATRIC_genomes,1280.9321.fna,R,R,1
Staphylococcus aureus,PATRIC_genomes,1280.9322.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9323.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9326.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9327.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9328.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9329.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9331.fna,R,,1
Staphylococcus aureus,PATRIC_genomes,1280.9333.fna,R,,1
Staphylococcus aureus,PATRIC_genomes,1280.9335.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9336.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9337.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9338.fna,S,,1
Staphylococcus aureus,PATRIC_genomes,1280.9341.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9343.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9344.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9345.fna,,S,1
Staphylococcus aureus,PATRIC_genomes,1280.9346.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9347.fna,R,,1
Staphylococcus aureus,PATRIC_genomes,1280.9348.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9349.fna,,S,1
Staphylococcus aureus,PATRIC_genomes,1280.9351.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9352.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9353.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9354.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9356.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9358.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9359.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9361.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9362.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9363.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9364.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9367.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9368.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9369.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9371.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9372.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9373.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9374.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9375.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9376.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9377.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9378.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9379.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9381.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9382.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9383.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9384.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9385.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9386.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9387.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9388.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9398.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9399.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9401.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9402.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9403.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9404.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9405.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9406.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9407.fna,R,R,70
Staphylococcus aureus,PATRIC_genomes,1280.9411.fna,S,S,1
Staphylococcus aureus,PATRIC_genomes,1280.9418.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9421.fna,S,,1
Staphylococcus aureus,PATRIC_genomes,1280.9422.fna,S,,166
Staphylococcus aureus,PATRIC_genomes,1280.9424.fna,S,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9427.fna,R,,1
Staphylococcus aureus,PATRIC_genomes,1280.9428.fna,R,,6
Staphylococcus aureus,PATRIC_genomes,1280.9429.fna,S,,59
Staphylococcus aureus,PATRIC_genomes,1280.9436.fna,,S,78
Staphylococcus aureus,PATRIC_genomes,1280.9443.fna,,S,95
Staphylococcus aureus,PATRIC_genomes,1280.9444.fna,S,,78
Staphylococcus aureus,PATRIC_genomes,1280.9446.fna,S,,50
Staphylococcus aureus,PATRIC_genomes,1280.9447.fna,S,,78
Staphylococcus aureus,PATRIC_genomes,1280.9451.fna,,S,78
Staphylococcus aureus,PATRIC_genomes,1280.9453.fna,,S,113
Staphylococcus aureus,PATRIC_genomes,1280.9454.fna,S,S,6
Staphylococcus aureus,PATRIC_genomes,1280.9471.fna,S,,166
Staphylococcus aureus,PATRIC_genomes,1280.9473.fna,S,,166
Staphylococcus aureus,PATRIC_genomes,1280.9535.fna,S,S,335
Staphylococcus aureus,PATRIC_genomes,1280.9636.fna,,S,172
Staphylococcus aureus,PATRIC_genomes,1280.9693.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9695.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9701.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9706.fna,S,,1
Staphylococcus aureus,PATRIC_genomes,1280.9713.fna,S,,6
Staphylococcus aureus,PATRIC_genomes,1280.9714.fna,,S,335
Staphylococcus aureus,PATRIC_genomes,1280.9717.fna,S,,6
Staphylococcus aureus,PATRIC_genomes,1280.9719.fna,S,,166
Staphylococcus aureus,PATRIC_genomes,1280.9721.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9722.fna,,S,6
Staphylococcus aureus,PATRIC_genomes,1280.9723.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9724.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9725.fna,,S,1
Staphylococcus aureus,PATRIC_genomes,1280.9726.fna,S,S,1
Staphylococcus aureus,PATRIC_genomes,1280.9729.fna,S,,1
Staphylococcus aureus,PATRIC_genomes,1280.9732.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9737.fna,R,,6
Staphylococcus aureus,PATRIC_genomes,1280.9738.fna,,S,50
Staphylococcus aureus,PATRIC_genomes,1280.9742.fna,S,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9744.fna,,S,1
Staphylococcus aureus,PATRIC_genomes,1280.9747.fna,,S,50
Staphylococcus aureus,PATRIC_genomes,1280.9748.fna,S,,50
Staphylococcus aureus,PATRIC_genomes,1280.9752.fna,S,,1
Staphylococcus aureus,PATRIC_genomes,1280.9753.fna,,R,1
Staphylococcus aureus,PATRIC_genomes,1280.9758.fna,,S,1
Staphylococcus aureus,PATRIC_genomes,1280.9761.fna,R,S,78
Staphylococcus aureus,PATRIC_genomes,1280.9763.fna,R,,2
Staphylococcus aureus,PATRIC_genomes,1280.9766.fna,,S,6
Staphylococcus aureus,PATRIC_genomes,1280.9767.fna,R,,444
Staphylococcus aureus,PATRIC_genomes,1280.9769.fna,,S,50
Staphylococcus aureus,PATRIC_genomes,1280.9771.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9774.fna,S,R,50
Staphylococcus aureus,PATRIC_genomes,1280.9777.fna,,S,2
Staphylococcus aureus,PATRIC_genomes,1280.9785.fna,S,,50
Staphylococcus aureus,PATRIC_genomes,1280.9786.fna,S,,222
Staphylococcus aureus,PATRIC_genomes,1280.9788.fna,S,,50
Staphylococcus aureus,PATRIC_genomes,1280.9789.fna,S,S,78
Staphylococcus aureus,PATRIC_genomes,1280.9791.fna,,S,1
Staphylococcus aureus,PATRIC_genomes,1280.9793.fna,R,,166
Staphylococcus aureus,PATRIC_genomes,1280.9795.fna,S,,335
Staphylococcus aureus,PATRIC_genomes,1280.9796.fna,,S,78
Staphylococcus aureus,PATRIC_genomes,1280.9799.fna,S,S,59
Staphylococcus aureus,PATRIC_genomes,1280.9803.fna,R,,1
Staphylococcus aureus,PATRIC_genomes,1280.9806.fna,S,,13
Staphylococcus aureus,PATRIC_genomes,1280.9808.fna,S,S,1
Staphylococcus aureus,PATRIC_genomes,1280.9809.fna,R,S,1698
Staphylococcus aureus,PATRIC_genomes,1280.9811.fna,S,,1
Staphylococcus aureus,PATRIC_genomes,1280.9813.fna,,S,75
Staphylococcus aureus,PATRIC_genomes,1280.9823.fna,S,S,6
Staphylococcus aureus,PATRIC_genomes,1280.9824.fna,S,S,258
Staphylococcus aureus,PATRIC_genomes,1280.9828.fna,S,,1
Staphylococcus aureus,PATRIC_genomes,1280.9831.fna,R,,1
Staphylococcus aureus,PATRIC_genomes,1280.9832.fna,R,S,40
Staphylococcus aureus,PATRIC_genomes,1280.9833.fna,S,,50
Staphylococcus aureus,PATRIC_genomes,1280.9836.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9839.fna,S,,222
Staphylococcus aureus,PATRIC_genomes,1280.9848.fna,R,,78
Staphylococcus aureus,PATRIC_genomes,1280.9852.fna,,S,78
Staphylococcus aureus,PATRIC_genomes,1280.9854.fna,S,,84
Staphylococcus aureus,PATRIC_genomes,1280.9856.fna,S,,166
Staphylococcus aureus,PATRIC_genomes,1280.9857.fna,R,,6
Staphylococcus aureus,PATRIC_genomes,1280.9858.fna,R,,2
Staphylococcus aureus,PATRIC_genomes,1280.9861.fna,R,,78
Staphylococcus aureus,PATRIC_genomes,1280.9875.fna,,S,1
Staphylococcus aureus,PATRIC_genomes,1280.9877.fna,,S,1025
Staphylococcus aureus,PATRIC_genomes,1280.9879.fna,S,,335
Staphylococcus aureus,PATRIC_genomes,1280.9891.fna,R,,238
Staphylococcus aureus,PATRIC_genomes,1280.9893.fna,S,,1
Staphylococcus aureus,PATRIC_genomes,1280.9894.fna,S,,166
Staphylococcus aureus,PATRIC_genomes,1280.9895.fna,S,,2
Staphylococcus aureus,PATRIC_genomes,1280.9897.fna,R,S,2
Staphylococcus aureus,PATRIC_genomes,1280.9904.fna,S,,1
Staphylococcus aureus,PATRIC_genomes,1280.9907.fna,S,,166
Staphylococcus aureus,PATRIC_genomes,1280.9911.fna,S,,166
Staphylococcus aureus,PATRIC_genomes,1280.9912.fna,S,,6
Staphylococcus aureus,PATRIC_genomes,1280.9914.fna,S,,1
Staphylococcus aureus,PATRIC_genomes,1280.9917.fna,R,,32
Staphylococcus aureus,PATRIC_genomes,1280.9918.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9922.fna,S,,1
Staphylococcus aureus,PATRIC_genomes,1280.9924.fna,,S,1
Staphylococcus aureus,PATRIC_genomes,1280.9925.fna,S,,166
Staphylococcus aureus,PATRIC_genomes,1280.9926.fna,,R,409
Staphylococcus aureus,PATRIC_genomes,1280.9928.fna,S,,222
Staphylococcus aureus,PATRIC_genomes,1280.9929.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9934.fna,S,,75
Staphylococcus aureus,PATRIC_genomes,1280.9935.fna,,S,95
Staphylococcus aureus,PATRIC_genomes,1280.9936.fna,S,,1
Staphylococcus aureus,PATRIC_genomes,1280.9937.fna,S,S,6
Staphylococcus aureus,PATRIC_genomes,1280.9941.fna,S,,59
Staphylococcus aureus,PATRIC_genomes,1280.9942.fna,S,,59
Staphylococcus aureus,PATRIC_genomes,1280.9944.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9951.fna,,S,75
Staphylococcus aureus,PATRIC_genomes,1280.9953.fna,S,,6
Staphylococcus aureus,PATRIC_genomes,1280.9965.fna,,S,59
Staphylococcus aureus,PATRIC_genomes,1280.9968.fna,,S,2
Staphylococcus aureus,PATRIC_genomes,1280.9975.fna,S,,349
Staphylococcus aureus,PATRIC_genomes,1280.9976.fna,S,,59
Staphylococcus aureus,PATRIC_genomes,1280.9983.fna,S,,1134
Staphylococcus aureus,PATRIC_genomes,1280.9986.fna,,S,166
Staphylococcus aureus,PATRIC_genomes,1280.9987.fna,S,,765
Staphylococcus aureus,PATRIC_genomes,1280.9989.fna,S,,644
Staphylococcus aureus,PATRIC_genomes,1280.9991.fna,,S,2
Staphylococcus aureus,PATRIC_genomes,1280.9992.fna,,S,75
Staphylococcus aureus,PATRIC_genomes,1280.9995.fna,S,,6
Staphylococcus aureus,PATRIC_genomes,1280.9997.fna,,S,78
Staphylococcus aureus,PATRIC_genomes,46170.1112.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1114.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1115.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1116.fna,R,S,25
Staphylococcus aureus,PATRIC_genomes,46170.1117.fna,,R,25
Staphylococcus aureus,PATRIC_genomes,46170.1118.fna,R,R,25
Staphylococcus aureus,PATRIC_genomes,46170.1119.fna,S,,25
Staphylococcus aureus,PATRIC_genomes,46170.112.fna,R,,382
Staphylococcus aureus,PATRIC_genomes,46170.1121.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1122.fna,R,R,25
Staphylococcus aureus,PATRIC_genomes,46170.1123.fna,R,R,25
Staphylococcus aureus,PATRIC_genomes,46170.1124.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1125.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1126.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1127.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1129.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.113.fna,R,S,382
Staphylococcus aureus,PATRIC_genomes,46170.1131.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1132.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1133.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1135.fna,,R,25
Staphylococcus aureus,PATRIC_genomes,46170.1136.fna,,R,25
Staphylococcus aureus,PATRIC_genomes,46170.1137.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1138.fna,R,R,25
Staphylococcus aureus,PATRIC_genomes,46170.1139.fna,R,S,25
Staphylococcus aureus,PATRIC_genomes,46170.114.fna,R,,382
Staphylococcus aureus,PATRIC_genomes,46170.1141.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1142.fna,R,S,25
Staphylococcus aureus,PATRIC_genomes,46170.1144.fna,R,S,25
Staphylococcus aureus,PATRIC_genomes,46170.1145.fna,R,S,25
Staphylococcus aureus,PATRIC_genomes,46170.1146.fna,R,S,25
Staphylococcus aureus,PATRIC_genomes,46170.1147.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1148.fna,S,,25
Staphylococcus aureus,PATRIC_genomes,46170.1149.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.115.fna,R,,382
Staphylococcus aureus,PATRIC_genomes,46170.1151.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1155.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1156.fna,R,S,25
Staphylococcus aureus,PATRIC_genomes,46170.1157.fna,R,R,25
Staphylococcus aureus,PATRIC_genomes,46170.1158.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1159.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.116.fna,R,,382
Staphylococcus aureus,PATRIC_genomes,46170.1161.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1162.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1163.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1164.fna,,R,25
Staphylococcus aureus,PATRIC_genomes,46170.1165.fna,R,S,25
Staphylococcus aureus,PATRIC_genomes,46170.1166.fna,,R,25
Staphylococcus aureus,PATRIC_genomes,46170.1168.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1169.fna,R,R,25
Staphylococcus aureus,PATRIC_genomes,46170.117.fna,,R,382
Staphylococcus aureus,PATRIC_genomes,46170.1171.fna,S,R,78
Staphylococcus aureus,PATRIC_genomes,46170.1174.fna,S,,78
Staphylococcus aureus,PATRIC_genomes,46170.1175.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1176.fna,S,S,78
Staphylococcus aureus,PATRIC_genomes,46170.1179.fna,,S,78
Staphylococcus aureus,PATRIC_genomes,46170.1181.fna,,R,78
Staphylococcus aureus,PATRIC_genomes,46170.1182.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1183.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1184.fna,R,R,25
Staphylococcus aureus,PATRIC_genomes,46170.1185.fna,R,,25
Staphylococcus aureus,PATRIC_genomes,46170.1186.fna,R,R,25
Staphylococcus aureus,PATRIC_genomes,46170.1188.fna,,R,59
Staphylococcus aureus,PATRIC_genomes,46170.1189.fna,,S,50
Staphylococcus aureus,PATRIC_genomes,46170.1191.fna,,R,382
Staphylococcus aureus,PATRIC_genomes,46170.1194.fna,R,,6
Staphylococcus aureus,PATRIC_genomes,46170.1197.fna,R,,6
Staphylococcus aureus,PATRIC_genomes,561307.24.fna,S,,59
Staphylococcus aureus,PATRIC_genomes,904784.3.fna,R,R,666
Staphylococcus aureus,PATRIC_genomes,904787.3.fna,R,R,255
Staphylococcus aureus,PATRIC_genomes,904800.3.fna,S,S,40
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1177265.fna,S,S,90
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1177285.fna,S,S,12
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1177315.fna,R,S,42
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1177316.fna,S,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1177324.fna,S,S,12
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1177331.fna,S,S,22
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1177335.fna,R,R,203
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1177339.fna,S,S,90
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1177356.fna,R,S,12
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1177360.fna,S,S,22
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1177369.fna,R,S,42
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181520.fna,S,S,53
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181521.fna,R,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181525.fna,S,S,53
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181526.fna,S,S,53
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181528.fna,S,S,90
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181529.fna,R,S,385
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181530.fna,S,S,64
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181531.fna,R,S,385
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181532.fna,R,S,26
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181546.fna,S,S,22
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181547.fna,S,S,53
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181551.fna,S,S,46
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181559.fna,S,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181560.fna,S,S,90
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181564.fna,R,S,257
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1181566.fna,I,S,22
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185781.fna,R,S,33
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185785.fna,R,S,26
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185790.fna,S,S,12
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185791.fna,S,R,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185792.fna,S,S,73
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185798.fna,R,R,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185804.fna,S,S,22
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185810.fna,R,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185819.fna,S,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185820.fna,R,S,26
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185828.fna,S,S,48
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185839.fna,R,R,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185842.fna,S,S,12
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185855.fna,S,R,26
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185856.fna,S,S,22
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1185859.fna,R,R,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195625.fna,S,S,12
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195626.fna,R,S,42
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195631.fna,R,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195634.fna,R,S,48
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195641.fna,S,S,28
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195642.fna,S,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195643.fna,S,S,48
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195644.fna,R,S,12
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195649.fna,R,S,42
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195655.fna,S,S,48
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195659.fna,S,S,28
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195663.fna,S,S,69
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195666.fna,R,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195667.fna,S,S,22
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195671.fna,S,S,48
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1195672.fna,S,S,12
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198875.fna,R,S,22
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198883.fna,R,S,7
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198889.fna,R,S,7
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198890.fna,R,S,22
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198898.fna,S,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198905.fna,R,S,26
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198909.fna,S,S,48
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198922.fna,R,S,42
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198930.fna,S,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198931.fna,S,S,62
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198932.fna,R,S,7
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198942.fna,R,S,26
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198956.fna,R,S,7
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198961.fna,S,S,31
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198962.fna,R,R,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1198972.fna,S,S,22
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200747.fna,S,S,42
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200748.fna,R,S,26
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200749.fna,S,S,458
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200752.fna,R,R,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200753.fna,S,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200754.fna,S,S,42
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200757.fna,S,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200758.fna,R,S,42
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200759.fna,R,R,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200760.fna,S,S,12
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200761.fna,R,S,26
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200762.fna,R,S,26
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200764.fna,S,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200765.fna,S,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200766.fna,R,S,42
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1200767.fna,S,S,63
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1202982.fna,S,S,458
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1202983.fna,S,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1202988.fna,S,S,62
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1202996.fna,S,S,458
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1202997.fna,S,S,12
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1203000.fna,R,R,26
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1203013.fna,R,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1203014.fna,S,S,62
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1203017.fna,S,S,12
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1203018.fna,S,S,73
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1203019.fna,R,S,63
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1203020.fna,S,S,62
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1203028.fna,R,R,26
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1203034.fna,R,S,3
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1203044.fna,S,S,12
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1220702.fna,R,S,42
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1220705.fna,R,S,22
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1220706.fna,R,S,63
